Datetime,Open,High,Low,Close,Adj Close,Volume,KC_Middle,KC_Upper,KC_Lower,KC_Width,KC_ATR,KC_PercentB,long_entry,short_entry,long_exit,short_exit
2025-10-01 09:30:00-04:00,255.0399932861328,256.79998779296875,254.9499969482422,256.5174865722656,256.5174865722656,2273358,,,,,,,False,False,False,False
2025-10-01 09:35:00-04:00,256.489990234375,258.7900085449219,256.4100036621094,258.04998779296875,258.04998779296875,2000386,,,,,,,False,False,False,False
2025-10-01 09:40:00-04:00,258.0400085449219,258.44000244140625,257.3599853515625,257.6700134277344,257.6700134277344,761885,,,,,,,False,False,False,False
2025-10-01 09:45:00-04:00,257.6499938964844,257.6791076660156,255.42999267578125,255.4499969482422,255.4499969482422,895502,,,,,,,False,False,False,False
2025-10-01 09:50:00-04:00,255.41000366210938,256.29998779296875,255.27999877929688,256.25,256.25,685963,,,,,,,False,False,False,False
2025-10-01 09:55:00-04:00,256.239990234375,256.5599060058594,255.86500549316406,256.5050048828125,256.5050048828125,526245,,,,,,,False,False,False,False
2025-10-01 10:00:00-04:00,256.5150146484375,256.739990234375,256.03009033203125,256.42999267578125,256.42999267578125,388662,,,,,,,False,False,False,False
2025-10-01 10:05:00-04:00,256.4200134277344,256.4200134277344,255.72999572753906,255.85009765625,255.85009765625,399986,,,,,,,False,False,False,False
2025-10-01 10:10:00-04:00,255.8800048828125,256.07989501953125,255.43499755859375,255.97999572753906,255.97999572753906,361414,,,,,,,False,False,False,False
2025-10-01 10:15:00-04:00,255.9875030517578,257.0299987792969,255.94000244140625,256.9800109863281,256.9800109863281,455803,,,,,,,False,False,False,False
2025-10-01 10:20:00-04:00,256.9855041503906,257.3299865722656,256.625,256.7226867675781,256.7226867675781,401460,,,,,,,False,False,False,False
2025-10-01 10:25:00-04:00,256.7284851074219,256.82000732421875,256.1614074707031,256.1614074707031,256.1614074707031,526779,,,,,,,False,False,False,False
2025-10-01 10:30:00-04:00,256.17999267578125,256.2590026855469,255.39999389648438,255.8459014892578,255.8459014892578,414047,,,,,,,False,False,False,False
2025-10-01 10:35:00-04:00,255.8350067138672,255.99000549316406,255.610107421875,255.8300018310547,255.8300018310547,268056,,,,,,,False,False,False,False
2025-10-01 10:40:00-04:00,255.82000732421875,255.83999633789062,255.5,255.5500030517578,255.5500030517578,255297,,,,,,,False,False,False,False
2025-10-01 10:45:00-04:00,255.55999755859375,255.94500732421875,255.50999450683594,255.80999755859375,255.80999755859375,228872,,,,,,,False,False,False,False
2025-10-01 10:50:00-04:00,255.80999755859375,255.92999267578125,255.52999877929688,255.8000030517578,255.8000030517578,234250,,,,,,,False,False,False,False
2025-10-01 10:55:00-04:00,255.8000030517578,255.94369506835938,255.52999877929688,255.52999877929688,255.52999877929688,177761,,,,,,,False,False,False,False
2025-10-01 11:00:00-04:00,255.52999877929688,255.63999938964844,255.3800048828125,255.45489501953125,255.45489501953125,243837,,,,,,,False,False,False,False
2025-10-01 11:05:00-04:00,255.4600067138672,255.6199951171875,255.3000030517578,255.3865966796875,255.3865966796875,291876,255.96518963262972,257.48898346249814,254.4413958027613,3.0475876597368483,0.7618969149342121,0.31014723199391864,False,False,False,False
2025-10-01 11:10:00-04:00,255.375,255.6352996826172,255.1999969482422,255.5500030517578,255.5500030517578,236103,255.91724457817662,257.3757195719332,254.45876958442005,2.916949987513135,0.7292374968782838,0.37410084917777314,False,False,False,False
2025-10-01 11:15:00-04:00,255.5384063720703,255.5800018310547,255.22000122070312,255.4199981689453,255.4199981689453,220967,255.86861814916625,257.25324576561746,254.483990532715,2.7692552329024522,0.6923138082256131,0.337999771602588,False,False,False,False
2025-10-01 11:20:00-04:00,255.41000366210938,255.50999450683594,255.2100067138672,255.22999572753906,255.22999572753906,216608,255.81605124442797,257.12221365782784,254.50988883102812,2.6123248267997212,0.6530812066999303,0.27565748681917257,False,False,False,False
2025-10-01 11:25:00-04:00,255.27000427246094,255.5449981689453,255.10000610351562,255.52450561523438,255.52450561523438,184400,255.77545937631405,257.04000396145983,254.51091479116823,2.5290891702915985,0.6322722925728996,0.40077306722612605,False,False,False,False
2025-10-01 11:30:00-04:00,255.5301055908203,255.82969665527344,255.51499938964844,255.5659942626953,255.5659942626953,248644,255.76226293754183,256.96329251729804,254.5612333577856,2.402059159512447,0.6005147898781118,0.4182914900037913,False,False,False,False
2025-10-01 11:35:00-04:00,255.5449981689453,255.86000061035156,255.50999450683594,255.8300018310547,255.8300018310547,146762,255.75950764025984,256.9104354827436,254.60857979777612,2.301855684967478,0.5754639212418695,0.5306249393718305,False,False,False,True
2025-10-01 11:40:00-04:00,255.83999633789062,255.88999938964844,255.69000244140625,255.7949981689453,255.7949981689453,134969,255.76257040467954,256.8384048525633,254.68673595679573,2.1516688957675854,0.5379172239418963,0.5150709824962275,False,False,False,False
2025-10-01 11:45:00-04:00,255.7949981689453,256.0400085449219,255.6199951171875,255.68499755859375,255.68499755859375,210543,255.76438913504984,256.8166428236921,254.71213544640756,2.1045073772845626,0.5261268443211407,0.4622754582316894,False,False,True,False
2025-10-01 11:50:00-04:00,255.6855926513672,255.7899932861328,255.5500030517578,255.7899932861328,255.7899932861328,176698,255.75920888802997,256.754235254683,254.7641825213769,1.9900527333061007,0.49751318332652517,0.5154691368663935,False,False,False,True
2025-10-01 11:55:00-04:00,255.7899932861328,256.1199951171875,255.72000122070312,256.1000061035156,256.1000061035156,218806,255.7802366904845,256.7557591997691,254.80471418119984,1.9510450185692605,0.4877612546423151,0.6638964811102341,False,False,False,False
2025-10-01 12:00:00-04:00,256.1000061035156,256.4700012207031,256.0899963378906,256.3599853515625,256.3599853515625,214298,255.83037233615758,256.78434357107625,254.8764011012389,1.9079424698373373,0.4769856174593343,0.7775833253767195,False,False,False,False
